smiles,binding
ClCOCCON1CCCCC1c1ccoc1,-8.808770990477118
c1ccc(Cl)cc1N1CCCCC1COCCOCOCCOC(=O)OC#N,-8.791618715306331
c1ccccc1CCCCOc1ccc(O)cc1C(=O)OCCOCCCCO,-8.791046899086364
OCCOc1ccc(F)cc1NCCF,-8.78910544646079
CC(C)OCCOCCOc1ccncc1S(=O)(=O)NCOCCCO,-8.78766987299537
CCOc1ccccc1NCCc1ccncc1N1CCCCC1CN(C),-8.780171359446246
ClCCOCCCCOCOC,-8.775971154447626
c1ccc(O)cc1S(=O)(=O)NCCOc1ccoc1CCON1CCCCC1,-8.775835656630086
C(=O)ON1CCCCC1N1CCCCC1CN(C)c1ccc(F)cc1c1ccncc1,-8.768682489674578
CCOOCCOCCCCOC(=O)OCC(C),-8.768682489674578
COCCOc1ccc(Cl)cc1C(=O)OCC(=O)c1ccc(O)cc1C(=O)O,-8.768498192225813
C(=O)NN1CCCCC1c1ccc(F)cc1CC(C)CC(C)C(=O)N,-8.768052606970144
COCCOc1ccc(F)cc1COCCCOc1ccncc1C#N,-8.764978263669107
c1ccncc1C(=O)NCC(=O)S(=O)(=O)N,-8.76131046576462
ClCN(C)CCCCOCN(C),-8.75294986187788
COCCOc1ccncc1NCCCOCCO,-8.744849642536053
c1ccncc1OCCOCOCCOc1ccc(F)cc1c1ccsc1,-8.727943069833932
CN(C)N1CCNCC1COCCOc1ccc(O)cc1CC(=O),-8.722489558283396
C(=O)Nc1ccoc1OCCOC(=O)Nc1ccc(F)cc1,-8.718904614038314
C(=O)OCOCCOc1ccc(Cl)cc1c1ccsc1COCCCO,-8.714693516016581
OCCOS(=O)(=O)NCOC,-8.71410467639113
c1ccccc1c1ccc(O)cc1CN(C),-8.702807376704738
OCCOC(=O)Oc1ccc(Cl)cc1COCCO,-8.695481703087387
OCCOc1ccncc1COCCCON1CCCCC1COCCOc1ccc(O)cc1,-8.693013472864873
COCCCOCOCCOc1ccncc1C(=O)O,-8.69018316989684
CCOCCOc1ccoc1c1ccc(O)cc1,-8.689921068953765
c1ccc(O)cc1C(=O)NCCCCON1CCNCC1NCC,-8.681448248534565
N1CCNCC1CCOc1ccc(Cl)cc1CC(=O)OCCO,-8.674662495308263
c1ccc(O)cc1NCCCOC,-8.667839855457121
c1ccsc1N1CCNCC1c1ccc(O)cc1c1ccc(Cl)cc1,-8.667463131300009
S(=O)(=O)NCOCCOS(=O)(=O)NCl,-8.665910213072518
c1ccccc1S(=O)(=O)Nc1ccc(Cl)cc1c1ccoc1,-8.663859018635941
CCOCOCCOCCCOC(=O)ON1CCNCC1,-8.66237999845185
c1ccc(F)cc1CCOc1ccncc1c1ccncc1C(=O)O,-8.659025729934157
c1ccoc1c1ccc(Cl)cc1c1ccncc1C#N,-8.647770742520596
c1ccncc1CC(C)c1ccoc1c1ccc(O)cc1,-8.642684523824556
OCCOc1ccoc1CC(=O)CN(C)c1ccncc1,-8.636440885171853
OCCOc1ccc(F)cc1C(F)(F)F,-8.635373877743875
COCCOCC(C)c1ccc(O)cc1C(F)(F)F,-8.635038318836266
ClCC(=O)c1ccsc1c1ccc(F)cc1,-8.626440361010403
c1ccncc1C(=O)NCOCCOCCOc1ccc(F)cc1,-8.620353234673592
NCCNCCCOCN1CCCCC1N1CCCCC1,-8.62011618601677
N1CCCCC1c1ccc(Cl)cc1COCCCONCC,-8.615850956776235
FCN(C)c1ccc(O)cc1CC(=O)OCCO,-8.609559853847344
N1CCCCC1N1CCCCC1c1ccsc1,-8.608801994153081
c1ccsc1S(=O)(=O)NCCOc1ccc(O)cc1,-8.60285662467583
OCCOCCOc1ccccc1NCCc1ccc(O)cc1,-8.600957538535365
N1CCCCC1c1ccc(F)cc1c1ccsc1CC(=O),-8.599765922404522
N1CCNCC1OCCOCC(=O)CN(C)c1ccc(Cl)cc1COCCO,-8.599765922404522
N1CCCCC1COCc1ccsc1N1CCCCC1,-8.599102781363023
CC(C)S(=O)(=O)NCl,-8.59071862671438
c1ccc(O)cc1C(=O)NCCCCOC(=O)NCCCCOCC(=O),-8.586876454346317
COCS(=O)(=O)NCN(C)CCO,-8.57923784437655
COCCCOCCOc1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cc1,-8.57923784437655
c1ccncc1C(=O)OC(=O)Nc1ccccc1,-8.577269032150042
COCCCON1CCCCC1OCCOCC(C),-8.574718206652562
c1ccsc1CC(=O)c1ccncc1c1ccsc1,-8.573853758818295
CC(=O)c1ccc(O)cc1CC(=O)CC(C)COCCCOc1ccoc1,-8.564711272412204
Fc1ccoc1c1ccc(F)cc1CC(=O),-8.562493924896616
C(=O)OCOCCCOc1ccc(Cl)cc1CC(C)c1ccccc1,-8.55938121504008
c1ccc(F)cc1c1ccc(O)cc1COCCCOCOCCCO,-8.55906746916606
CCOc1ccccc1COCCCOC(=O)Nc1ccc(Cl)cc1,-8.557224169746066
S(=O)(=O)Nc1ccoc1N1CCNCC1c1ccc(Cl)cc1,-8.554609978644052
CCOc1ccc(Cl)cc1C(=O)Oc1ccccc1c1ccoc1N1CCNCC1,-8.55116680424429
c1ccc(Cl)cc1c1ccsc1,-8.550789741635906
COCCOCCCOC(=O)O,-8.548943354886905
S(=O)(=O)NCC(=O)COCC(=O)Nc1ccoc1C(=O)O,-8.529834683016372
c1ccsc1CC(=O)N1CCNCC1CCOCCCCO,-8.518626383190547
CN(C)COCCOc1ccc(F)cc1c1ccsc1CCO,-8.518567789809136
C(=O)OC(=O)OCCOOCCON1CCNCC1CCCCO,-8.518567789809136
CCCCOCC(=O)c1ccoc1,-8.516244898573145
COCCON1CCNCC1COCCOCC(C)c1ccc(F)cc1,-8.516244898573145
COCCCOCC(=O)c1ccc(O)cc1,-8.514402058560602
S(=O)(=O)NCOCCCOc1ccc(F)cc1c1ccoc1NCC,-8.501119399296565
CCOCCCCOCOCc1ccncc1c1ccncc1,-8.495639604097015
c1ccsc1N1CCNCC1NCCCOCCON1CCNCC1c1ccc(Cl)cc1,-8.481524279339036
c1ccc(O)cc1c1ccc(F)cc1OCCOCOCCO,-8.477916455553551
c1ccc(O)cc1COCOCCOc1ccc(Cl)cc1,-8.476920559230393
COCN1CCCCC1S(=O)(=O)N,-8.476140033970442
COCCC(=O)C(=O)NCC(C)COCCCO,-8.476140033970442
COCc1ccoc1C(=O)ONCC,-8.473133234291925
ClCCCCOc1ccsc1,-8.470819392341816
COCCOCCCCOc1ccc(F)cc1c1ccc(O)cc1Cl,-8.458319480464702
S(=O)(=O)Nc1ccsc1COCCON1CCCCC1c1ccccc1,-8.443849875349855
C(=O)NOCCOc1ccncc1C(=O)Oc1ccncc1,-8.41969196099139
NCCCC(C)CCCCOC(F)(F)F,-8.41969196099139
c1ccccc1N1CCNCC1c1ccc(F)cc1N1CCCCC1NCC,-8.417715375904006
NCCNCCNCCc1ccncc1F,-8.410649247557897
ClN1CCNCC1COCc1ccncc1C#N,-8.40514523610403
CC(=O)C(=O)NC(=O)Nc1ccoc1,-8.397242240085351
c1ccccc1COCN1CCCCC1OCCO,-8.38749517240487
S(=O)(=O)Nc1ccsc1S(=O)(=O)Nc1ccccc1,-8.382224065333318
c1ccoc1c1ccoc1S(=O)(=O)NCOCCCOC(=O)O,-8.380762166757783
CCOc1ccoc1COCCOCCCOCCOc1ccccc1,-8.380304756147577
C(=O)Oc1ccncc1COCCOS(=O)(=O)N,-8.376386333328625
CCOCOCCCOCCOCOCCOCC(C)c1ccc(Cl)cc1,-8.36813682877579
S(=O)(=O)Nc1ccc(F)cc1CN(C)NCCc1ccc(O)cc1S(=O)(=O)N,-8.355635478307551
CC(C)CC(=O)CN(C)COCCOc1ccsc1COCCO,-8.354532355159424
N1CCNCC1c1ccncc1COCCOC(F)(F)F,-8.352378612662447
COCCOc1ccsc1c1ccccc1OCCOc1ccccc1,-8.340311932159697
CC(C)CN(C)CCOCCCCOCCO,-8.336240696153466
c1ccncc1CC(=O)COCCCOc1ccsc1OCCOc1ccc(F)cc1,-8.32989100354245
Fc1ccc(O)cc1COCN1CCNCC1COCCCO,-8.32684896530887
ClNCCCN(C)COCCCOCOCCCO,-8.322162210504015
c1ccc(Cl)cc1OCCON1CCNCC1COCCO,-8.320271409299071
N1CCNCC1c1ccccc1CCON1CCNCC1c1ccncc1,-8.306647165450759
C(=O)Nc1ccoc1CCON1CCCCC1,-8.304093878017742
N1CCCCC1c1ccoc1c1ccoc1COCCOCCO,-8.302590251017893
c1ccsc1c1ccccc1NCCN1CCCCC1C(=O)N,-8.299110470658253
COCCCOc1ccsc1c1ccc(F)cc1COCCCOCN(C),-8.289818736899345
N1CCCCC1c1ccccc1S(=O)(=O)Nc1ccoc1OCCOc1ccccc1,-8.284229031716766
c1ccc(O)cc1OCCON1CCCCC1c1ccc(F)cc1N1CCNCC1,-8.280711743516978
c1ccncc1c1ccncc1CCOc1ccc(O)cc1,-8.276796636482048
N1CCCCC1C(=O)OCC(C)COC,-8.270188138790466
N1CCCCC1c1ccccc1c1ccoc1Cl,-8.25653470148108
N1CCNCC1c1ccc(Cl)cc1c1ccccc1C(=O)NN1CCCCC1,-8.252142929801892
C(=O)Oc1ccoc1NCCS(=O)(=O)NN1CCNCC1c1ccoc1,-8.251370206999802
CC(C)c1ccsc1CCOCC(C)COCCON1CCCCC1,-8.25129941945822
c1ccc(F)cc1NCCc1ccc(Cl)cc1S(=O)(=O)N,-8.249379419533238
c1ccccc1CN(C)CCOCOCCCOc1ccc(O)cc1,-8.241994359246382
c1ccccc1N1CCNCC1OCCO,-8.241609920329335
c1ccsc1N1CCCCC1S(=O)(=O)Nc1ccncc1CCCCOCC(C),-8.24083073118533
NCCCN(C)C(=O)NN1CCCCC1CCO,-8.234460896976152
CC(C)CC(=O)COCCCOC(=O)OCC(C)OCCO,-8.212785173590882
CCOS(=O)(=O)NCOCCOCCOc1ccsc1,-8.204305593841632
N1CCNCC1c1ccc(O)cc1NCC,-8.191544473428582
CCCCOCOCCOc1ccc(Cl)cc1C(F)(F)F,-8.186886091936294
CCCCON1CCNCC1c1ccsc1COCCOCCCCOc1ccc(F)cc1,-8.181034299226301
C(=O)OCN(C)CN(C)CC(C)c1ccncc1,-8.180318268779729
C(=O)Oc1ccsc1COCCOC(=O)OC(F)(F)F,-8.177262353943153
c1ccc(F)cc1COCCOCCCOc1ccoc1NCCCOCCCO,-8.166339149452092
N1CCCCC1CC(=O)N1CCCCC1CC(=O)F,-8.156390482418805
c1ccc(F)cc1C(=O)OCOC,-8.155953333421017
NCCN1CCCCC1NCCC(=O)Oc1ccsc1,-8.145558590508754
C(=O)Oc1ccc(O)cc1NCCF,-8.139869900574558
COCCON1CCNCC1COCc1ccc(Cl)cc1,-8.13082900034013
C(=O)Oc1ccc(Cl)cc1COCCON1CCNCC1c1ccncc1CCO,-8.130393587758942
C(=O)Nc1ccc(O)cc1CC(C)c1ccccc1OCCO,-8.129577559106538
c1ccncc1c1ccc(Cl)cc1COCCOCC(=O)c1ccsc1,-8.125591517565725
S(=O)(=O)NCC(=O)C(=O)Oc1ccncc1CC(C)COCCO,-8.12545365518146
CCCCOOCCOCCOCCONCC,-8.122336862025847
CC(=O)c1ccccc1CCOc1ccc(Cl)cc1,-8.107832070868517
N1CCNCC1c1ccoc1C(F)(F)F,-8.106048217257069
c1ccncc1COCCCOOCCOc1ccc(O)cc1,-8.10281349607775
CCOc1ccsc1COCCOc1ccc(Cl)cc1CN(C),-8.099030980329681
c1ccsc1N1CCCCC1c1ccncc1,-8.092903766001832
C(=O)Nc1ccoc1OCCOOCCO,-8.089012689459715
ClCOCCOc1ccc(Cl)cc1C#N,-8.086241078599176
CCOc1ccc(F)cc1C(=O)NCCCCO,-8.07980877393748
C(=O)OCOCCCOOCCO,-8.07980877393748
N1CCNCC1CCOC(=O)ONCCCOCCOc1ccncc1,-8.076236077072888
N1CCNCC1c1ccc(F)cc1CCOc1ccc(F)cc1,-8.06994724778041
C(=O)Nc1ccc(O)cc1C(=O)ON1CCNCC1c1ccsc1,-8.0694314610177
N1CCNCC1c1ccsc1CC(=O)COCCOc1ccccc1N1CCCCC1,-8.062719799139764
C(=O)NCCCCOCCCCOC(=O)O,-8.062719799139764
CCOCCCCOC(=O)Oc1ccc(O)cc1c1ccoc1,-8.058650135987131
c1ccncc1CC(C)CCCCOCCCCO,-8.054078165140455
COCCCOC(=O)OCOCCOc1ccc(Cl)cc1CC(C)COCCO,-8.051472157329725
ClCCCCOCOCCCCCOCOC,-8.051011596829994
CN(C)COCCOCCCCONCC,-8.048035988177826
c1ccc(O)cc1c1ccncc1N1CCCCC1,-8.04442158232454
CC(=O)S(=O)(=O)Nc1ccncc1CCCCOCCCCOc1ccncc1,-8.044343744787028
C(=O)OCN(C)CCCCOCC(C)c1ccc(F)cc1,-8.043235708031858
CCOCOCc1ccccc1S(=O)(=O)N,-8.03040622307272
COCCOCCCCOCC(C)c1ccoc1CN(C)CC(=O),-8.028390081218003
c1ccccc1c1ccsc1COCN1CCCCC1,-8.028390081218003
c1ccc(O)cc1CC(=O)COCCO,-8.02766691951636
C(=O)ONCCCC(=O)c1ccc(F)cc1Cl,-8.02766691951636
S(=O)(=O)Nc1ccccc1c1ccsc1C(=O)NNCCc1ccoc1,-8.026395593194874
c1ccc(O)cc1NCCCOCCOCOCCCOc1ccc(F)cc1COCCO,-8.017125306471918
CCOCCOCOCCO,-8.014727198517155
C(=O)Nc1ccc(O)cc1c1ccc(O)cc1,-8.01019108501059
c1ccoc1c1ccc(O)cc1OCCOS(=O)(=O)NCC(=O),-8.004743657246681
COCCCOC(=O)Nc1ccsc1CCCCO,-8.00455650625038
N1CCCCC1CCOCOCCOS(=O)(=O)N,-7.988029194558253
OCCOCOCCCOc1ccoc1c1ccc(F)cc1,-7.975317688191008
OCCOS(=O)(=O)Nc1ccc(O)cc1C(F)(F)F,-7.972190011645164
COCCCON1CCCCC1C(=O)NOCCOc1ccc(O)cc1,-7.97113311698392
CC(=O)c1ccsc1CCOCCCCOc1ccc(F)cc1,-7.9667004188083155
C(=O)NN1CCCCC1N1CCCCC1N1CCNCC1COCCCO,-7.965190221022965
COCS(=O)(=O)NC(=O)Nc1ccsc1,-7.948203317038519
CCON1CCCCC1C(=O)NCOC,-7.94516004849533
NCCc1ccccc1CCONCCc1ccsc1CC(=O),-7.94516004849533
CC(C)C(=O)NCOCc1ccc(O)cc1COCCCOc1ccc(O)cc1,-7.939184510890746
Fc1ccccc1COCCC(=O)OCCOCl,-7.9373153663016955
COCS(=O)(=O)Nc1ccc(Cl)cc1CC(=O),-7.9373153663016955
FN1CCCCC1OCCOS(=O)(=O)NNCCc1ccccc1,-7.9367283372298125
FS(=O)(=O)NS(=O)(=O)Nc1ccc(O)cc1Cl,-7.9362673956913445
C(=O)OCN(C)c1ccoc1CC(=O)c1ccoc1,-7.922716736202921
c1ccc(Cl)cc1COCCOC,-7.919441410668213
c1ccoc1S(=O)(=O)NCOCCON1CCCCC1C(=O)OCOC,-7.909219902412374
OCCOC(=O)OCOCCOCCON1CCCCC1C(F)(F)F,-7.902086845414979
NCCC(=O)NCCCCONCCCC(=O),-7.897061946921412
CN(C)N1CCNCC1NCCc1ccoc1,-7.886871122777204
c1ccc(Cl)cc1c1ccoc1c1ccsc1N1CCNCC1,-7.8745944567028525
c1ccc(F)cc1c1ccsc1C(=O)Nc1ccc(O)cc1NCC,-7.871249756323875
S(=O)(=O)NCCOCCCCOCCCCOOCCOc1ccc(O)cc1,-7.865566371191596
C(=O)Nc1ccoc1c1ccncc1CC(C)N1CCNCC1,-7.864041588510597
CCCCOc1ccc(F)cc1C(=O)Oc1ccoc1CCCCO,-7.860594292779621
C(=O)OC(=O)Oc1ccoc1COCCCOCOCCCO,-7.857954698491653
COCCCOCOCCOc1ccsc1C(=O)OCC(=O),-7.857063029984789
FN1CCNCC1c1ccc(O)cc1c1ccc(F)cc1,-7.8474007359471845
CC(C)N1CCNCC1c1ccncc1N1CCNCC1N1CCNCC1,-7.837277573911398
Clc1ccccc1CN(C)COCCCOc1ccc(O)cc1,-7.825768730599004
Clc1ccoc1c1ccc(Cl)cc1OCCOCCO,-7.8257364503831885
CC(=O)CCCCOc1ccccc1c1ccc(O)cc1,-7.8120635275524855
COCNCCc1ccc(Cl)cc1C(=O)OC(F)(F)F,-7.802235985014631
OCCOc1ccc(O)cc1CN(C),-7.80101341657499
c1ccsc1C(=O)Nc1ccccc1C(=O)NCCOCC(=O),-7.798468458877105
OCCOC(=O)NCCOc1ccc(F)cc1c1ccc(Cl)cc1c1ccc(O)cc1,-7.788854607173685
N1CCCCC1OCCOCCOC(=O)OCC(=O),-7.779549970864537
c1ccc(F)cc1COCCOCOCCON1CCCCC1,-7.774289639277743
CCCCOc1ccc(O)cc1CC(C)CN(C)OCCOC(=O)O,-7.761885287209535
OCCON1CCCCC1NCCc1ccoc1c1ccoc1,-7.761393032972791
N1CCCCC1c1ccc(O)cc1N1CCNCC1c1ccc(Cl)cc1COC,-7.760308762988602
C(=O)NCN(C)c1ccsc1COCCOCC(C),-7.7585373862855365
ClC(=O)NN1CCCCC1c1ccncc1c1ccc(F)cc1,-7.756722977835565
C(=O)NCCOCC(=O)c1ccsc1,-7.756492894133837
Fc1ccncc1COCCOCCOCOCCCOC(F)(F)F,-7.7416417082678946
c1ccc(Cl)cc1C(=O)OCOCCCONCCCC(C)S(=O)(=O)N,-7.735699626787799
ClCOCCOc1ccc(O)cc1c1ccc(O)cc1S(=O)(=O)N,-7.730954563381426
c1ccc(O)cc1c1ccc(Cl)cc1S(=O)(=O)NF,-7.726868556296079
CN(C)c1ccoc1CCOCOCCCOc1ccoc1,-7.713685496770794
CC(C)CN(C)c1ccc(F)cc1S(=O)(=O)N,-7.704934048770389
N1CCNCC1CC(=O)OCCOc1ccsc1,-7.694219379423091
CC(C)c1ccoc1CCOc1ccc(F)cc1c1ccc(F)cc1S(=O)(=O)N,-7.692080267351482
CCCCON1CCNCC1c1ccsc1Cl,-7.6900951203066175
CCOc1ccccc1CC(C)c1ccncc1,-7.6900951203066175
COCCCOCCOc1ccc(Cl)cc1COC,-7.686703684514843
CC(C)CCOCOCc1ccoc1COC,-7.6853182256532415
COCCOc1ccoc1N1CCCCC1CCO,-7.679362235944884
COCCCCCOCOCCO,-7.675391693748988
CC(=O)c1ccc(F)cc1CC(=O)CC(=O)C#N,-7.675206017799434
N1CCCCC1C(=O)Nc1ccoc1OCCOCl,-7.675206017799434
OCCON1CCCCC1NCCCC(C)CC(=O),-7.671912163581896
S(=O)(=O)NN1CCCCC1COCC(=O)O,-7.658080357586325
C(=O)NC(=O)OCN(C)c1ccc(O)cc1CN(C)c1ccc(O)cc1,-7.657699538341803
FCOCCCOc1ccc(Cl)cc1COCNCCOCCO,-7.656087308610747
CN(C)c1ccsc1CCCCOCOCCO,-7.6531115161812435
NCCCC(C)N1CCCCC1,-7.647989203449883
NCCCN(C)c1ccncc1CN(C),-7.6429137993507865
COCCOCCCCOCN(C)c1ccsc1,-7.640333058358149
N1CCNCC1COCc1ccc(Cl)cc1COCCONCCCOCCCO,-7.6374557018434075
OCCOCOCCOCOCCOCOCCOc1ccc(F)cc1,-7.634607939468368
COCCON1CCCCC1COCCCOC(=O)N,-7.634607939468368
S(=O)(=O)NCCCCON1CCCCC1N1CCNCC1,-7.625128525842411
N1CCNCC1c1ccncc1c1ccsc1c1ccncc1CN(C)NCC,-7.6243993152744824
N1CCNCC1C(=O)Oc1ccccc1c1ccc(O)cc1OCCO,-7.622105057262182
c1ccncc1c1ccncc1c1ccoc1c1ccncc1,-7.609389492805102
c1ccsc1CN(C)c1ccc(F)cc1N1CCNCC1COC,-7.60631137716651
S(=O)(=O)NCOCCOCCCCOc1ccc(O)cc1,-7.604839863669554
C(=O)NCC(=O)c1ccc(Cl)cc1c1ccoc1NCCc1ccccc1,-7.604839863669554
c1ccoc1c1ccncc1S(=O)(=O)NNCCc1ccncc1c1ccc(Cl)cc1,-7.604057399248337
N1CCNCC1CN(C)S(=O)(=O)NCC(C)c1ccc(Cl)cc1,-7.6022201690174445
C(=O)Nc1ccsc1C(=O)NS(=O)(=O)Nc1ccccc1C(F)(F)F,-7.600327913609094
c1ccncc1CC(=O)c1ccc(Cl)cc1,-7.593464142160926
N1CCNCC1c1ccncc1COCCCOC#N,-7.5894702072960465
CCCCON1CCNCC1CC(=O)c1ccc(Cl)cc1COCCO,-7.588993189743661
c1ccccc1N1CCCCC1S(=O)(=O)Nc1ccccc1C(=O)NN1CCNCC1,-7.588259050867764
c1ccoc1c1ccncc1S(=O)(=O)NCC(C)C(F)(F)F,-7.581833985113019
CCOC(=O)NCCOC(=O)NOCCONCC,-7.579924895375268
NCCCN(C)c1ccc(Cl)cc1C(=O)O,-7.577113364066337
c1ccncc1COCCON1CCCCC1N1CCNCC1CCCCO,-7.57589598036046
CCOCOCCOc1ccc(Cl)cc1COC,-7.5726388274408345
Fc1ccc(Cl)cc1CC(=O)N1CCCCC1F,-7.569384930651813
OCCOCCCCOCOCCOOCCO,-7.569384930651813
c1ccccc1c1ccc(O)cc1c1ccsc1NCCC(=O)N,-7.553859710290008
Fc1ccc(Cl)cc1c1ccoc1CC(C)COCCCO,-7.546032016271262
COCCCON1CCNCC1S(=O)(=O)Nc1ccc(Cl)cc1,-7.542317540070762
c1ccc(O)cc1NCCc1ccc(Cl)cc1OCCO,-7.541108061333547
ClNCCCCON1CCNCC1c1ccccc1c1ccncc1,-7.539634449612118
c1ccc(Cl)cc1CC(C)Cl,-7.539465731586251
C(=O)Nc1ccc(O)cc1c1ccncc1CCCCON1CCCCC1,-7.536140472934193
c1ccc(F)cc1c1ccc(F)cc1CCCCO,-7.532868676245872
c1ccc(O)cc1c1ccc(F)cc1c1ccoc1N1CCNCC1,-7.528997271814504
FN1CCCCC1C(=O)NN1CCNCC1COCCO,-7.5274703388033934
c1ccccc1N1CCCCC1CCCCOCN(C)C(F)(F)F,-7.516084251578063
NCCc1ccc(Cl)cc1S(=O)(=O)NCCCCOc1ccoc1,-7.514478408806788
N1CCNCC1C(=O)Oc1ccccc1CCCCOCCOCOCCCO,-7.512182171178205
C(=O)OCOCCCOS(=O)(=O)Nc1ccc(O)cc1CCOCCO,-7.5041200701993205
C(=O)NOCCOCCCCOF,-7.498561623467924
COCCCOC(=O)NCCOCC(C),-7.487839276385129
C(=O)Nc1ccc(O)cc1CCCCOc1ccc(O)cc1C(=O)NS(=O)(=O)N,-7.480916758156457
CC(=O)CCOc1ccc(Cl)cc1COC,-7.478629546113084
CCOC(=O)Oc1ccoc1,-7.4773106070537985
C(=O)NCOCCOc1ccsc1N1CCCCC1c1ccsc1Cl,-7.475638085164832
CCCCON1CCNCC1c1ccc(F)cc1c1ccncc1C(=O)NCOCCCO,-7.47226514651876
CC(=O)c1ccncc1COCC(=O)NCC(=O)N1CCCCC1,-7.458934608383046
c1ccc(F)cc1c1ccncc1S(=O)(=O)NC(=O)NCCO,-7.453705745168759
COCOCCOCC(=O)N1CCNCC1,-7.442642071246931
Fc1ccsc1c1ccncc1CN(C)C(=O)NCl,-7.441801283805704
c1ccc(F)cc1CCOCl,-7.432397710769839
CC(=O)N1CCNCC1NCCC(=O)Oc1ccncc1CCO,-7.426708791479188
C(=O)Oc1ccoc1c1ccncc1NCCC(=O)N,-7.4228917511684696
CC(=O)CC(=O)C(=O)OCOCCCOCCCCOOCCO,-7.414488518448979
CCCCOc1ccc(F)cc1C(=O)N,-7.413779677769991
CN(C)c1ccncc1CC(C)C(=O)NCN(C),-7.410022802939889
c1ccc(F)cc1COCCC(C)CC(C),-7.407823620435621
CCCCOC(=O)ON1CCCCC1CN(C)c1ccc(O)cc1,-7.40704411649803
CC(=O)N1CCCCC1N1CCNCC1COCCO,-7.405960957311917
COCCONCCCCOc1ccccc1C#N,-7.405521312261376
c1ccc(F)cc1N1CCNCC1COCCOCN(C)N1CCNCC1,-7.405452922242919
C(=O)NN1CCNCC1C(=O)ON1CCCCC1c1ccncc1,-7.403581187427243
c1ccc(F)cc1c1ccc(F)cc1CC(C)N1CCNCC1COC,-7.392669513884696
COCCOOCCOCCCCOc1ccc(Cl)cc1N1CCCCC1,-7.392152009642087
C(=O)OCC(=O)CC(C)CC(=O)CC(C)c1ccsc1,-7.383128532943145
N1CCNCC1CN(C)c1ccoc1c1ccsc1OCCOc1ccncc1,-7.382495879494893
ClNCCS(=O)(=O)Nc1ccncc1S(=O)(=O)N,-7.37565898811539
CC(C)C(=O)NCC(C)CN(C)c1ccncc1F,-7.3724808014839684
c1ccoc1N1CCNCC1C(=O)N,-7.368896356103813
CCCCOc1ccncc1COCCCCCOCOCCCO,-7.3644744950882375
N1CCNCC1c1ccc(O)cc1c1ccsc1c1ccc(O)cc1,-7.360341974512992
CCCCOCN(C)COCc1ccsc1COCCO,-7.360341974512992
N1CCNCC1CCCCOS(=O)(=O)NOCCO,-7.347740754633897
N1CCCCC1c1ccc(Cl)cc1CC(=O)COCCOc1ccncc1,-7.3443999657556365
Clc1ccoc1c1ccc(O)cc1C(=O)Nc1ccoc1,-7.331062445950656
COCCCOc1ccc(Cl)cc1C(=O)OC(=O)OCOCCCOCl,-7.329939671186928
